path,key,zh,en,pt,th,vi,ko
src/locales/lang/routes/finance,routes.finance.withdrawal_config,支付配置,Payment Configuration,Configuração de pagamento,ปรับแต่งการชำระเงิน,Cấu hình thanh toán,
src/locales/lang/routes/member,routes.member.Inquiry,会员列表,Member List,Lista de membros,รายการสมาชิก,Bảng biểu hội viên,
src/locales/lang/routes/member,routes.member.accountChanges,场馆帐变,,,,Giao dịch sảnh game,
src/locales/lang/routes/member,routes.member.addMoney,加款减款,Add/Subtract Funds,Adicionar ou remover fundos,ปรับแต่งการเงิน,Tăng giảm tiền,
src/locales/lang/routes/member,routes.member.analysis,新增会员,Add Member,Adicionar membro,เพิ่มสมาชิกใหม่,Thêm hội viên mới,
src/locales/lang/routes/member,routes.member.cardLine,出款卡管理,Withdrawal Card Management,Gerenciamento de cartão de retirada,จัดการข้อมูลบัญชีเงินออก,Quản lý thẻ xuất khoản,
src/locales/lang/routes/member,routes.member.create,会员新增,Add New Member,Adicionar membro,เพิ่มสมาชิกใหม่,Hội viên tăng thêm,
src/locales/lang/routes/member,routes.member.details,会员详情,Member Details,Detalhes do membro,รายละเอียดสมาชิก,Chi tiết hội viên,
src/locales/lang/routes/member,routes.member.editMember,会员编辑,Edit Member,Editar membro,แก้ไขข้อมูลสมาชิก,Chỉnh sửa hội viên,
src/locales/lang/routes/member,routes.member.grade,会员层级,Member Levels,Nível de membro,ระดับชั้นสมาชิก,Cấp bậc hội viên,
src/locales/lang/routes/member,routes.member.member,会员管理,Member Management,Gerenciamento de membros,การจัดการสมาชิก,Quản lý hội viên,
src/locales/lang/routes/member,routes.member.memberActive,在线会员,Online Members,Membros online,สมาชิกที่ออนไลน์,Hội viên trực tuyến,
src/locales/lang/routes/member,routes.member.memberList,会员列表,Member List,Lista de membros,รายการสมาชิก,Bảng biểu hội viên,
src/locales/lang/routes/member,routes.member.memberLog,会员日志,Member Log,Registro de membros,บันทึกสมาชิก,Lịch sử hội viên,
src/locales/lang/routes/member,routes.member.online_detail,在线会员详情,Online Member Details,Detalhes dos membros online,รายละเอียดสมาชิกที่ออนไลน์,Thành viên trực tuyến,
src/locales/lang/routes/member,routes.member.vipGrade,VIP等级,VIP Level,Nível VIP,ระดับ VIP,Cấp bậc VIP,
src/locales/lang/routes/promotion,routes.promotion.ad_grouping,广告分组,,,,Phân nhóm quảng cáo,
src/locales/lang/routes/promotion,routes.promotion.buried_point,页面埋点,Page Tracking,Rastreamento de página,Page Embedding,Trang bị chìm,
src/locales/lang/routes/promotion,routes.promotion.channel_management,渠道管理,Channel Management,Gerenciamento de canais,การจัด Channel,Quản lý kênh,
src/locales/lang/routes/promotion,routes.promotion.google_management,谷歌落地页,,,,Trang tải xuống Google Mall,
src/locales/lang/roures,routes.promotion.month_price_roi,月广告ROI(统计),,,,Tháng quảng cáo ROI (thống kê),
src/locales/lang/routes/promotion,routes.promotion.promotion,推广中心,Promotion Center,Centro de promoção,ศูนย์ฝ่ายการตลาด,Quảng cáo,
src/locales/lang/routes/promotion,routes.promotion.race_price_roi,竞价ROI(海外),,,,Thầu kênh ROI (nước ngoài),
src/locales/lang/routes/report,routes.report.activityReport,优惠报表,,,,Hoa hồng báo cáo,
src/locales/lang/routes/report,routes.report.agentReport,代理报表,Agent Report,Relatório de agente,รายงานตัวแทน,Bảng báo cáo đại lý,
src/locales/lang/routes/report,routes.report.betInfo,投注详情,Betting Details,Detalhes da aposta,รายละเอียดการเดิมพัน,Chi tiết đặt cược,
src/locales/lang/routes/report,routes.report.bettingReport,投注记录,Betting Records,Registro de aposta,บันทึกการเดิมพัน,Lịch sử đặt cược,
src/locales/lang/routes/report,routes.report.comprehensiveReport,综合报表,Comprehensive Report,Relatório abrangente,รายงาน ที่ครอบคลุม,báo cáo tổng hợp,
src/locales/lang/routes/report,routes.report.dailyReport,每日报表,Daily Report,Relatório diário,รายงานประจำวัน,Bảng báo cáo hàng ngày,
src/locales/lang/routes/report,routes.report.dataReport,数据报表看板,Data Report Dashboard,Painel de relatórios de dados,บอร์ดรายงานข้อมูล,Bảng báo cáo dữ liệu,
src/locales/lang/routes/report,routes.report.firstDepositReport,首存报表,First Deposit Report,Relatório de primeiro depósito,รายงานการฝากแรก,Bảng báo cáo nạp tiền,
src/locales/lang/routes/report,routes.report.gameReport,平台报表,Platform Report,Relatório da plataforma,รายงานแพลตฟอร์ม,Bảng báo cáo nền tảng,
src/locales/lang/routes/report,routes.report.memberReport,会员报表,Member Report,Relatório de membros,รายงานของสมาชิก,Bảng báo cáo hội viên,
src/locales/lang/routes/report,routes.report.member_detail,会员报表,,,,Báo cáo hội viên,
src/locales/lang/routes/report,routes.report.oneHourInfo,小时报表详情,Hourly Report Details,Detalhes do relatório por hora,รายละเอียดรายงานรายชั่วโมง,Chi tiết biểu theo giờ,
src/locales/lang/routes/report,routes.report.oneHourReport,小时报表,Hourly Report,Relatório por hora,รายงานชั่วโมง,Bảng biểu theo giờ,
src/locales/lang/routes/report,routes.report.operationalReport,运营数据报表,Operational Data Report,Relatório de dados operacionais,รายงานการดำเนินงาน,Bảng biểu dữ liệu,
src/locales/lang/routes/report,routes.report.platformReport,平台报表,Platform Report,Relatório da plataforma,รายงานแพลตฟอร์ม,Bảng báo cáo nền tảng,
src/locales/lang/routes/report,routes.report.promotionReport,推广注册报表,Promotion Registration Report,Relatório de registro de promoção,รายงานการลงทะเบียนฝ่ายการตลาด,Bảng biểu đại lý đăng ký,
src/locales/lang/routes/report,routes.report.report,报表管理,Report Management,Gerenciamento de relatórios,การจัดการรายงาน,Báo cáo,
src/locales/lang/routes/report,routes.report.retainReport,留存报表,Retention Report,Relatório de retenção,รายงานการเก็บรักษา,Bảng báo cáo duy trì nạp,
src/locales/lang/routes/report,routes.report.venueReport,场馆数据报表,Venue Data Report,Relatório de dados da arena,รายงานข้อมูลแพลตฟอร์ม,Bảng biểu số liệu sảnh game,
src/locales/lang/routes/risk,routes.risk.associated_info,关联详情,Related Details,Detalhes relacionados,รายละเอียดที่เกี่ยวข้อง,Chi tiết liên kết,
src/locales/lang/routes/risk,routes.risk.black_list,IP黑名单,Blacklist,Lista negra,รายการ blacklist,Danh sách đen,
src/locales/lang/routes/risk,routes.risk.fight_monitor,对打监控,Match-fixing Monitoring,Monitoramento de apostas cruzadas,การตรวจสอบการแทงสวน,Kiểm soát cược đôi,
src/locales/lang/routes/risk,routes.risk.high_bonus,高倍爆奖,High Payouts,Explosão de alta multiplicação,รางวัล High Explosion Award,Giải thưởng cao,
src/locales/lang/routes/risk,routes.risk.link_records,关联记录,Related Records,Registros relacionados,บันทึกความเกี่ยวข้อง,Lịch sử liên quan,
src/locales/lang/routes/risk,routes.risk.low_multiple,低倍打码,Low Bet Turnover,Apostas de baixa multiplicação,จำนวนเทิร์นโอเวอร์ตำ่สุด,Cược tỷ lệ thấp,
src/locales/lang/routes/risk,routes.risk.profit_list,盈利榜单,Profit Leaderboard,Ranking de lucros,รายการกำไร,Danh sách lợi nhuận,
src/locales/lang/routes/risk,routes.risk.risk,风控管理,Risk Control Management,Gerenciamento de risco,การจัดการความเสี่ยง,Kiểm soát rủi ro,
src/locales/lang/routes/risk,routes.risk.win_top,盈利榜单,Profit Leaderboard,Ranking de lucros,รายการกำไร,Danh sách lợi nhuận,
src/locales/lang/routes/search,routes.search.finance.search_refresh,刷新,Refresh,Atualizar,รีเฟรช,Làm mới,
src/locales/lang/routes/system,routes.system.Regional_restrictions,区域限制,Regional Restriction,Restrição de área,ข้อจำกัดภูมิภาค,Hạn chế khu vực,
src/locales/lang/routes/system,routes.system.account_list,账号列表,Account List,Lista de contas,รายการบัญชี,Danh sách tài khoản,
src/locales/lang/routes/system,routes.system.add_announcement,新增公告,Add Announcement,Adicionar anúncio,เพิ่มประกาศใหม่,Thêm thông báo mới,
src/locales/lang/routes/system,routes.system.add_banner,新增轮播图,Add Carousel Image,Adicionar carrossel,เพิ่มรูปภาพใหม่,Thêm Banner,
src/locales/lang/routes/system,routes.system.add_marquee,新增跑马灯,Add Marquee,Adicionar marquee,เพิ่มไฟวิ่งใหม่,Thêm hiệu ứng led,
src/locales/lang/routes/system,routes.system.apppackaging,app打包,App Packaging,Empacotamento de app,บรรจุ APP,Gói app,
src/locales/lang/routes/system,routes.system.authority_management,权限管理,Permissions Management,Gerenciamento de permissões,การจัดการสิทธิ์,Quyền hạn quản lý,
src/locales/lang/routes/system,routes.system.banner_setting,Banner管理,Banner Management,Gerenciamento de banner,การจัดการ Banner,Quản lý Banner,
